<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.12.15	2649.438	2664.471	2583.429	2622.667	853689	0	44
2024.12.22	2623.353	2639.201	2608.141	2621.647	482575	0	44
2024.12.29	2622.001	2665.277	2596.072	2640.394	565437	0	111
2025.01.05	2639.668	2698.050	2614.447	2689.613	941144	0	111
2025.01.12	2689.793	2724.759	2656.792	2702.903	1099673	0	111
2025.01.19	2702.653	2786.037	2689.379	2771.103	996162	0	111
2025.01.26	2765.674	2817.268	2730.476	2799.372	1246878	0	111
2025.02.02	2801.042	2886.796	2772.177	2861.034	1593523	0	111
2025.02.09	2861.293	2942.706	2860.160	2882.796	1415752	0	111
2025.02.16	2893.667	2954.999	2878.454	2936.477	947296	0	111
2025.02.23	2939.435	2956.253	2832.602	2858.266	1163214	0	111
2025.03.02	2873.580	2930.549	2858.854	2911.280	1212547	0	111
2025.03.09	2912.371	3004.943	2880.189	2986.394	1071083	0	111
2025.03.16	2987.625	3057.508	2982.182	3023.517	899217	0	111
2025.03.23	3023.465	3086.790	3002.490	3085.026	908331	0	111
2025.03.30	3092.555	3167.816	3015.617	3038.542	1896136	0	111
2025.04.06	3028.710	3245.460	2956.398	3237.555	2264533	0	111
2025.04.13	3220.496	3357.762	3193.576	3327.695	1075251	0	111
2025.04.20	3331.873	3500.057	3260.066	3318.822	2032830	0	111
2025.04.27	3325.664	3353.029	3201.886	3240.971	1485520	0	111
2025.05.04	3238.514	3435.040	3237.586	3326.829	1669105	0	111
2025.05.11	3282.279	3292.624	3120.674	3202.241	1628569	0	111
2025.05.18	3214.250	3365.949	3204.545	3356.297	1459755	0	111
2025.05.25	3352.118	3356.883	3245.456	3289.689	1214743	0	111
2025.06.01	3303.137	3403.616	3299.897	3311.726	1279078	0	111
2025.06.08	3317.842	3446.843	3293.452	3433.473	1333835	0	111
2025.06.15	3440.991	3451.275	3340.369	3368.570	1182151	0	112
2025.06.22	3384.141	3393.589	3255.850	3274.550	1135314	0	112
2025.06.29	3272.512	3365.750	3247.945	3335.022	852951	0	112
2025.07.06	3341.432	3368.760	3282.680	3355.129	938471	0	112
2025.07.13	3361.319	3377.547	3309.907	3350.419	908288	0	112
2025.07.20	3348.791	3439.004	3324.952	3336.850	884822	0	112
2025.07.27	3329.168	3363.590	3268.058	3363.143	992055	0	112
2025.08.03	3364.363	3409.014	3345.030	3398.588	1075348	0	112
2025.08.10	3400.602	3401.843	3329.790	3335.237	908277	0	112
2025.08.17	3334.593	3378.893	3311.500	3372.323	710334	0	112
2025.08.24	3368.768	3453.948	3351.276	3448.059	687507	0	112
2025.08.31	3445.890	3600.100	3437.052	3586.621	1128826	0	112
2025.09.07	3591.880	3674.559	3579.585	3643.508	1073490	0	112
2025.09.14	3644.634	3707.514	3626.565	3684.885	1076528	0	112
2025.09.21	3687.993	3791.108	3683.800	3761.065	1263193	0	112
2025.09.28	3764.742	3897.178	3763.371	3887.069	1590881	0	112
2025.10.05	3888.648	4059.345	3884.058	4010.423	2194016	0	112
2025.10.12	4014.487	4380.098	4008.669	4250.960	3060403	0	112
2025.10.19	4264.653	4381.608	4004.209	4113.106	3581817	0	112
2025.10.26	4083.596	4109.241	3886.559	4001.645	2710633	0	112
2025.11.02	3990.743	4030.670	3928.834	4001.446	1756289	0	112
2025.11.09	4004.900	4245.321	4004.091	4084.633	2103227	0	112
2025.11.16	4083.779	4132.710	3998.061	4066.137	2634557	0	112
2025.11.23	4072.493	4226.503	4039.866	4219.187	1597776	0	112
2025.11.30	4220.012	4264.556	4163.590	4198.546	1967093	0	112
2025.12.07	4202.486	4353.594	4170.121	4301.007	2059648	0	112
2025.12.14	4300.549	4374.669	4271.623	4339.389	1876859	0	112
2025.12.21	4341.003	4550.248	4339.968	4532.539	1450005	0	112
2025.12.28	4546.238	4548.524	4274.379	4331.783	2008668	0	112
2026.01.04	4353.510	4517.204	4349.858	4509.099	2072816	0	112
2026.01.11	4517.942	4643.213	4517.942	4596.612	2254396	0	112
2026.01.18	4655.382	4989.828	4653.162	4988.361	2387013	0	112
2026.01.25	5019.871	5595.362	4682.723	4891.520	6296007	0	112
2026.02.01	4793.603	5091.926	4401.985	4968.231	4080317	0	112
2026.02.08	4967.823	5119.325	4878.414	5042.689	1604230	0	112
2026.02.15	5026.880	5108.129	4841.119	5105.842	1113191	0	112
2026.02.22	5111.849	5281.438	5093.289	5279.234	1202569	0	168
2026.03.01	5319.242	5419.206	4995.884	5174.279	2197361	0	168
2026.03.08	5179.007	5238.543	5009.558	5021.136	1319092	0	168
2026.03.15	5017.082	5044.585	4477.106	4497.528	2150491	0	112
2026.03.22	4477.964	4602.620	4098.402	4495.488	5652496	0	182
2026.03.29	4511.674	4800.399	4418.455	4675.387	2042925	0	196
2026.04.05	4662.998	4857.305	4600.569	4749.509	1875444	0	112
2026.04.12	4670.286	4889.956	4644.076	4833.065	1333080	0	196
2026.04.19	4774.693	4833.206	4657.623	4708.520	1451677	0	196
2026.04.26	4696.179	4730.187	4510.129	4613.384	1370569	0	196
2026.05.03	4626.204	4764.893	4500.635	4715.492	1399492	0	196
2026.05.10	4692.053	4773.724	4511.262	4539.822	1408854	0	196
2026.05.17	4538.432	4589.441	4453.455	4507.818	1693124	0	196
2026.05.24	4545.476	4580.360	4499.555	4505.132	373879	0	196
