<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2023.03.24	1993.690	2002.960	1975.150	1978.814	181202	0	10
2023.03.26	1976.250	1976.690	1969.220	1975.670	5456	0	110
2023.03.27	1975.620	1978.740	1944.040	1958.110	135348	0	40
2023.03.28	1958.110	1975.320	1949.150	1971.920	123159	0	40
2023.03.29	1971.970	1972.870	1958.680	1963.200	112237	0	40
2023.03.30	1963.210	1984.370	1955.220	1978.420	115053	0	20
2023.03.31	1978.300	1987.630	1966.890	1969.414	119935	0	40
2023.04.02	1966.260	1967.310	1956.940	1957.010	5977	0	140
2023.04.03	1957.010	1990.540	1949.760	1984.880	131393	0	30
2023.04.04	1984.880	2025.000	1977.010	2021.650	132091	0	40
2023.04.05	2021.590	2032.260	2009.900	2020.250	144782	0	30
2023.04.06	2020.250	2021.000	2000.840	2007.798	135043	0	50
2023.04.09	1997.880	2006.290	1994.510	2005.510	4389	0	120
2023.04.10	2005.480	2005.880	1981.720	1992.420	107462	0	40
2023.04.11	1992.370	2007.440	1988.820	2004.710	123876	0	30
2023.04.12	2004.710	2028.350	2001.390	2018.180	161324	0	10
2023.04.13	2018.180	2048.670	2015.290	2039.740	149285	0	10
2023.04.14	2039.720	2047.470	1992.400	2004.290	173647	0	20
2023.04.16	2001.000	2005.030	1999.670	2002.870	4449	0	130
2023.04.17	2002.960	2015.050	1981.180	1993.900	146184	0	20
2023.04.18	1993.910	2011.820	1991.190	2005.710	130011	0	10
2023.04.19	2005.740	2008.200	1969.180	1993.660	156101	0	10
2023.04.20	1993.760	2012.390	1990.500	2005.260	147290	0	30
2023.04.21	2005.260	2005.530	1971.590	1982.924	149012	0	0
2023.04.23	1982.230	1985.350	1981.780	1984.650	3198	0	120
2023.04.24	1984.560	1996.560	1974.130	1995.020	140439	0	20
2023.04.25	1995.040	2003.850	1976.090	2000.220	165918	0	20
2023.04.26	2000.220	2009.430	1983.370	1991.640	173374	0	20
2023.04.27	1991.610	2003.340	1974.220	1986.910	161071	0	30
2023.04.28	1986.910	1995.040	1976.150	1989.414	180571	0	30
2023.04.30	1989.840	1991.800	1986.600	1986.880	4055	0	100
2023.05.01	1986.860	2006.000	1977.090	1981.400	127546	0	50
2023.05.02	1981.360	2019.410	1978.490	2015.920	163402	0	20
2023.05.03	2015.890	2080.004	2007.780	2051.960	175766	0	10
2023.05.04	2052.060	2059.590	2030.380	2049.940	229403	0	20
2023.05.05	2049.940	2053.000	1999.510	2016.687	168364	0	20
2023.05.07	2016.140	2017.360	2014.070	2015.960	4020	0	110
2023.05.08	2015.960	2029.420	2015.150	2021.260	126887	0	40
2023.05.09	2021.280	2037.620	2019.510	2036.320	126280	0	10
2023.05.10	2036.320	2048.180	2021.550	2031.420	156602	0	20
2023.05.11	2031.420	2041.290	2011.040	2016.300	172182	0	20
2023.05.12	2016.300	2022.590	2000.890	2010.949	136526	0	40
2023.05.14	2008.450	2011.970	2008.450	2009.570	2711	0	100
2023.05.15	2009.540	2022.210	2008.670	2014.380	117483	0	40
2023.05.16	2014.400	2018.320	1985.190	1989.640	130764	0	40
2023.05.17	1989.660	1993.040	1974.980	1982.750	119418	0	40
2023.05.18	1982.770	1986.010	1951.980	1958.320	122415	0	40
2023.05.19	1958.320	1984.180	1954.020	1977.741	135074	0	30
2023.05.21	1978.080	1981.490	1977.950	1980.800	2916	0	140
2023.05.22	1980.800	1982.590	1968.870	1969.800	119267	0	50
2023.05.23	1969.780	1977.780	1954.240	1974.960	133092	0	50
2023.05.24	1975.000	1985.290	1956.710	1959.790	134271	0	50
2023.05.25	1959.800	1964.770	1938.840	1940.460	131062	0	30
